filepath,width,height,bboxes
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007417.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 677, 'x2': 1209, 'y1': 223, 'y2': 707}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002593.jpg,1600,1200,"[{'class': 'Bus', 'x1': 642, 'x2': 1549, 'y1': 12, 'y2': 683}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005074.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 931, 'x2': 1522, 'y1': 281, 'y2': 816}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000155.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 627, 'x2': 997, 'y1': 159, 'y2': 611}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003213.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 385, 'x2': 1146, 'y1': 1, 'y2': 742}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003943.jpg,1600,1200,"[{'class': 'SUV', 'x1': 643, 'x2': 1251, 'y1': 89, 'y2': 737}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006257.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 896, 'x2': 1500, 'y1': 281, 'y2': 914}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006705.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 963, 'x2': 1546, 'y1': 334, 'y2': 893}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009648.jpg,1600,1200,"[{'class': 'Truck', 'x1': 598, 'x2': 1561, 'y1': 33, 'y2': 846}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000878.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 344, 'x2': 828, 'y1': 612, 'y2': 1078}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004563.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 575, 'x2': 1237, 'y1': 82, 'y2': 779}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003455.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 38, 'x2': 666, 'y1': 83, 'y2': 779}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000859.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 639, 'x2': 949, 'y1': 5, 'y2': 330}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001585.jpg,1920,1080,"[{'class': 'Microbus', 'x1': 390, 'x2': 769, 'y1': 287, 'y2': 880}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007995.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 700, 'x2': 1213, 'y1': 143, 'y2': 614}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000726.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 465, 'x2': 867, 'y1': 375, 'y2': 891}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002927.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 627, 'x2': 1438, 'y1': 46, 'y2': 773}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004771.jpg,1600,1200,"[{'class': 'SUV', 'x1': 833, 'x2': 1459, 'y1': 119, 'y2': 851}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000647.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 491, 'x2': 932, 'y1': 306, 'y2': 852}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004168.jpg,1600,1200,"[{'class': 'SUV', 'x1': 703, 'x2': 1308, 'y1': 26, 'y2': 660}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002190.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 547, 'x2': 926, 'y1': 309, 'y2': 757}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001660.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 926, 'x2': 1253, 'y1': 111, 'y2': 463}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003951.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 778, 'x2': 1352, 'y1': 118, 'y2': 753}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005877.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 929, 'x2': 1470, 'y1': 252, 'y2': 736}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009697.jpg,1600,1200,"[{'class': 'Truck', 'x1': 657, 'x2': 1552, 'y1': 1, 'y2': 748}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008586.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 724, 'x2': 1278, 'y1': 281, 'y2': 811}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007793.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 774, 'x2': 1291, 'y1': 191, 'y2': 694}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009378.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 693, 'x2': 1429, 'y1': 1, 'y2': 523}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005445.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 700, 'x2': 1272, 'y1': 247, 'y2': 768}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005662.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 653, 'x2': 1310, 'y1': 372, 'y2': 1032}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004997.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 575, 'x2': 1188, 'y1': 177, 'y2': 760}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006400.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 862, 'x2': 1410, 'y1': 55, 'y2': 606}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006886.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 843, 'x2': 1362, 'y1': 183, 'y2': 696}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002267.jpg,1600,1200,"[{'class': 'Bus', 'x1': 791, 'x2': 1580, 'y1': 2, 'y2': 584}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009730.jpg,1600,1200,"[{'class': 'Truck', 'x1': 518, 'x2': 1420, 'y1': 1, 'y2': 787}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003209.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 672, 'x2': 1302, 'y1': 35, 'y2': 848}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002043.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 536, 'x2': 897, 'y1': 238, 'y2': 641}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002925.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 482, 'x2': 1316, 'y1': 49, 'y2': 809}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003831.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 694, 'x2': 1369, 'y1': 85, 'y2': 898}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005897.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 547, 'x2': 1084, 'y1': 177, 'y2': 726}, {'class': 'Sedan', 'x1': 556, 'x2': 1086, 'y1': 175, 'y2': 726}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008837.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 694, 'x2': 1235, 'y1': 241, 'y2': 734}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003127.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 949, 'x2': 1450, 'y1': 102, 'y2': 784}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002543.jpg,1600,1200,"[{'class': 'Bus', 'x1': 355, 'x2': 1096, 'y1': 1, 'y2': 539}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004264.jpg,1600,1200,"[{'class': 'SUV', 'x1': 295, 'x2': 830, 'y1': 68, 'y2': 635}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007449.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 648, 'x2': 1188, 'y1': 175, 'y2': 683}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002734.jpg,1600,1200,"[{'class': 'Bus', 'x1': 731, 'x2': 1600, 'y1': 38, 'y2': 793}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002077.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 479, 'x2': 837, 'y1': 242, 'y2': 629}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008252.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 763, 'x2': 1298, 'y1': 180, 'y2': 670}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009175.jpg,1600,1200,"[{'class': 'Truck', 'x1': 559, 'x2': 1423, 'y1': 1, 'y2': 659}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007927.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 789, 'x2': 1392, 'y1': 396, 'y2': 1010}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009784.jpg,1600,1200,"[{'class': 'Truck', 'x1': 455, 'x2': 1341, 'y1': 1, 'y2': 684}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003108.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 1019, 'x2': 1600, 'y1': 119, 'y2': 912}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007479.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 989, 'x2': 1558, 'y1': 265, 'y2': 792}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001068.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 451, 'x2': 860, 'y1': 381, 'y2': 924}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002675.jpg,1600,1200,"[{'class': 'Bus', 'x1': 104, 'x2': 926, 'y1': 6, 'y2': 647}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008388.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 715, 'x2': 1263, 'y1': 201, 'y2': 680}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009810.jpg,1600,1200,"[{'class': 'Truck', 'x1': 457, 'x2': 1287, 'y1': 1, 'y2': 793}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001451.jpg,1920,1080,"[{'class': 'SUV', 'x1': 410, 'x2': 844, 'y1': 306, 'y2': 887}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004137.jpg,1600,1200,"[{'class': 'SUV', 'x1': 1093, 'x2': 1600, 'y1': 266, 'y2': 914}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006710.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 698, 'x2': 1203, 'y1': 124, 'y2': 593}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008779.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 698, 'x2': 1209, 'y1': 172, 'y2': 627}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002850.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 369, 'x2': 1001, 'y1': 10, 'y2': 587}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005112.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 862, 'x2': 1485, 'y1': 313, 'y2': 938}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003443.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 890, 'x2': 1497, 'y1': 1, 'y2': 556}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006986.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 577, 'x2': 1112, 'y1': 172, 'y2': 664}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002342.jpg,1600,1200,"[{'class': 'Bus', 'x1': 507, 'x2': 1457, 'y1': 8, 'y2': 711}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006808.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 2, 'x2': 638, 'y1': 295, 'y2': 1037}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007412.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 894, 'x2': 1448, 'y1': 284, 'y2': 824}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009348.jpg,1600,1200,"[{'class': 'Truck', 'x1': 779, 'x2': 1600, 'y1': 1, 'y2': 768}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005073.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 1039, 'x2': 1591, 'y1': 340, 'y2': 872}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005016.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 491, 'x2': 1034, 'y1': 100, 'y2': 630}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000761.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 506, 'x2': 931, 'y1': 344, 'y2': 880}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005054.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 1026, 'x2': 1600, 'y1': 521, 'y2': 1175}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004518.jpg,1600,1200,"[{'class': 'SUV', 'x1': 793, 'x2': 1336, 'y1': 10, 'y2': 616}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004319.jpg,1600,1200,"[{'class': 'SUV', 'x1': 161, 'x2': 873, 'y1': 175, 'y2': 1034}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002559.jpg,1600,1200,"[{'class': 'Bus', 'x1': 1, 'x2': 832, 'y1': 1, 'y2': 956}, {'class': 'Bus', 'x1': 1, 'x2': 903, 'y1': 1, 'y2': 971}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007718.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 549, 'x2': 1095, 'y1': 207, 'y2': 680}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003826.jpg,1600,1200,"[{'class': 'SUV', 'x1': 911, 'x2': 1510, 'y1': 120, 'y2': 790}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002204.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 419, 'x2': 805, 'y1': 267, 'y2': 674}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006456.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 916, 'x2': 1466, 'y1': 76, 'y2': 593}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009552.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 851, 'x2': 1600, 'y1': 91, 'y2': 737}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005932.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 597, 'x2': 1112, 'y1': 185, 'y2': 702}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002050.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 584, 'x2': 908, 'y1': 163, 'y2': 502}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008540.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 845, 'x2': 1446, 'y1': 316, 'y2': 867}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000770.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 1059, 'x2': 1447, 'y1': 242, 'y2': 687}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000921.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 719, 'x2': 1013, 'y1': 168, 'y2': 482}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009808.jpg,1600,1200,"[{'class': 'Truck', 'x1': 253, 'x2': 1037, 'y1': 52, 'y2': 734}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002442.jpg,1600,1200,"[{'class': 'Bus', 'x1': 374, 'x2': 1211, 'y1': 10, 'y2': 627}, {'class': 'Bus', 'x1': 381, 'x2': 1211, 'y1': 1, 'y2': 632}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005751.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 377, 'x2': 1024, 'y1': 241, 'y2': 861}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005229.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 791, 'x2': 1351, 'y1': 271, 'y2': 776}, {'class': 'Sedan', 'x1': 791, 'x2': 1343, 'y1': 247, 'y2': 789}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001791.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 1136, 'x2': 1435, 'y1': 88, 'y2': 416}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008563.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 875, 'x2': 1379, 'y1': 175, 'y2': 643}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001667.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 869, 'x2': 1205, 'y1': 130, 'y2': 491}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009589.jpg,1600,1200,"[{'class': 'Truck', 'x1': 602, 'x2': 1470, 'y1': 1, 'y2': 762}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000953.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 522, 'x2': 846, 'y1': 196, 'y2': 526}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005913.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 978, 'x2': 1599, 'y1': 454, 'y2': 1079}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008069.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 849, 'x2': 1448, 'y1': 318, 'y2': 880}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007730.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 575, 'x2': 1080, 'y1': 84, 'y2': 550}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001118.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 1084, 'x2': 1463, 'y1': 295, 'y2': 740}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005435.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 830, 'x2': 1386, 'y1': 223, 'y2': 824}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009657.jpg,1600,1200,"[{'class': 'Truck', 'x1': 704, 'x2': 1556, 'y1': 1, 'y2': 645}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007862.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 448, 'x2': 959, 'y1': 172, 'y2': 656}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006844.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 487, 'x2': 1017, 'y1': 111, 'y2': 587}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004491.jpg,1600,1200,"[{'class': 'SUV', 'x1': 450, 'x2': 996, 'y1': 114, 'y2': 702}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006758.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 526, 'x2': 1037, 'y1': 167, 'y2': 624}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002797.jpg,1600,1200,"[{'class': 'Bus', 'x1': 669, 'x2': 1565, 'y1': 10, 'y2': 726}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000492.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 426, 'x2': 883, 'y1': 405, 'y2': 969}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000651.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 500, 'x2': 943, 'y1': 330, 'y2': 874}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002565.jpg,1600,1200,"[{'class': 'Bus', 'x1': 728, 'x2': 1600, 'y1': 1, 'y2': 668}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003933.jpg,1600,1200,"[{'class': 'SUV', 'x1': 800, 'x2': 1417, 'y1': 203, 'y2': 1006}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002081.jpg,1920,1080,"[{'class': 'SUV', 'x1': 1043, 'x2': 1358, 'y1': 55, 'y2': 419}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002855.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 555, 'x2': 1284, 'y1': 33, 'y2': 862}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005574.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 618, 'x2': 1155, 'y1': 90, 'y2': 619}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003574.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 659, 'x2': 1246, 'y1': 1, 'y2': 525}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001979.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 520, 'x2': 871, 'y1': 198, 'y2': 570}, {'class': 'Sedan', 'x1': 1145, 'x2': 1397, 'y1': 3, 'y2': 249}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005109.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 847, 'x2': 1483, 'y1': 369, 'y2': 1058}, {'class': 'Sedan', 'x1': 845, 'x2': 1479, 'y1': 377, 'y2': 1069}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000203.jpg,1920,1080,"[{'class': 'Microbus', 'x1': 383, 'x2': 810, 'y1': 279, 'y2': 885}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006186.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 603, 'x2': 1287, 'y1': 369, 'y2': 1034}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005793.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 815, 'x2': 1326, 'y1': 58, 'y2': 563}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001454.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 997, 'x2': 1321, 'y1': 111, 'y2': 471}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003005.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 845, 'x2': 1536, 'y1': 1, 'y2': 790}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003881.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 684, 'x2': 1253, 'y1': 36, 'y2': 631}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002507.jpg,1600,1200,"[{'class': 'Bus', 'x1': 478, 'x2': 1273, 'y1': 4, 'y2': 578}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000139.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 736, 'x2': 1016, 'y1': 3, 'y2': 297}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008751.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 448, 'x2': 978, 'y1': 146, 'y2': 643}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005632.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 711, 'x2': 1349, 'y1': 388, 'y2': 973}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002594.jpg,1600,1200,"[{'class': 'Bus', 'x1': 649, 'x2': 1545, 'y1': 10, 'y2': 688}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000026.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 603, 'x2': 891, 'y1': 3, 'y2': 285}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005682.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 547, 'x2': 1056, 'y1': 116, 'y2': 577}]"
